24-09-13 03:36:38.245 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 15:34:57.599 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
24-09-13 15:34:57.610 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
24-09-13 15:34:58.006 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
24-09-13 15:34:58.010 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
24-09-13 15:34:58.013 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
24-09-13 15:34:58.014 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1726221898014 with initial instances count: 3
24-09-13 15:34:58.018 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
24-09-13 15:34:58.018 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1726221898018, current=UP, previous=STARTING]
24-09-13 15:34:58.020 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-09-13 15:34:58.020 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080: registering service...
24-09-13 15:34:58.060 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
24-09-13 15:34:58.061 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
24-09-13 15:34:58.074 [main] INFO  c.b.cloud.app.UserApplication - Started UserApplication in 7.274 seconds (process running for 8.125)
24-09-13 15:34:58.074 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080 - registration status: 204
24-09-13 15:35:43.827 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-09-13 15:35:43.827 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
24-09-13 15:35:43.829 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
24-09-13 15:39:57.613 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:41:12.304 [http-nio-8080-exec-2] INFO  c.b.c.a.service.FinancialGoalService - Financial Goal of Oct2024 for user Harsha Created Successfully!
24-09-13 15:42:38.375 [http-nio-8080-exec-4] INFO  c.b.c.a.service.FinancialGoalService - Financial Goal of Oct2024 for user Joy Created Successfully!
24-09-13 15:44:57.625 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:45:21.661 [http-nio-8080-exec-7] INFO  c.b.c.a.service.FinancialGoalService - findUserNameByUserId Joy
24-09-13 15:45:21.665 [http-nio-8080-exec-7] INFO  c.b.c.a.service.FinancialGoalService - Joy
24-09-13 15:45:21.700 [http-nio-8080-exec-7] INFO  c.b.c.a.service.FinancialGoalService - Financial Goal of May2024 for user Joy Updated Successfully!
24-09-13 15:47:04.238 [http-nio-8080-exec-10] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - SQL Error: 1048, SQLState: 23000
24-09-13 15:47:04.238 [http-nio-8080-exec-10] ERROR o.h.e.jdbc.spi.SqlExceptionHelper - Column 'month_year' cannot be null
24-09-13 15:47:43.462 [http-nio-8080-exec-1] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - SQL Error: 1048, SQLState: 23000
24-09-13 15:47:43.464 [http-nio-8080-exec-1] ERROR o.h.e.jdbc.spi.SqlExceptionHelper - Column 'curr_amount' cannot be null
24-09-13 15:47:52.181 [http-nio-8080-exec-2] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - SQL Error: 1048, SQLState: 23000
24-09-13 15:47:52.181 [http-nio-8080-exec-2] ERROR o.h.e.jdbc.spi.SqlExceptionHelper - Column 'curr_amount' cannot be null
24-09-13 15:49:57.635 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:54:57.646 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:59:57.661 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 16:02:51.051 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 16:02:51.108 [main] INFO  c.b.cloud.app.UserApplication - Starting UserApplication using Java 21.0.4 with PID 23744 (C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user\target\classes started by rejoshi in C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user)
24-09-13 16:02:51.109 [main] INFO  c.b.cloud.app.UserApplication - No active profile set, falling back to 1 default profile: "default"
24-09-13 16:02:52.288 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-09-13 16:02:52.583 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 284 ms. Found 2 JPA repository interfaces.
24-09-13 16:02:52.966 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=54ecf857-cd99-32b6-8451-4f7c308d3687
24-09-13 16:02:53.214 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
24-09-13 16:02:53.218 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
24-09-13 16:02:53.702 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-09-13 16:02:53.721 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-09-13 16:02:53.728 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-09-13 16:02:53.729 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
24-09-13 16:02:53.890 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-09-13 16:02:53.891 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2726 ms
24-09-13 16:02:54.107 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-09-13 16:02:54.204 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
24-09-13 16:02:54.258 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-09-13 16:02:54.753 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-09-13 16:02:54.804 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-09-13 16:02:55.370 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@611a2d82
24-09-13 16:02:55.372 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-09-13 16:02:55.444 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-09-13 16:02:55.446 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-09-13 16:02:56.890 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-09-13 16:02:57.073 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-09-13 16:02:57.364 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-09-13 16:02:57.997 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-09-13 16:02:58.127 [main] INFO  o.s.c.o.FeignClientFactoryBean - For 'budgetPlanner-service' URL not provided. Will try picking an instance via load-balancing.
24-09-13 16:02:58.842 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
24-09-13 16:02:58.891 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
24-09-13 16:02:58.933 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
24-09-13 16:02:58.964 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
24-09-13 16:02:58.971 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 16:02:58.981 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
24-09-13 16:02:58.981 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
24-09-13 16:02:58.982 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
24-09-13 16:02:58.982 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
24-09-13 16:02:58.982 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
24-09-13 16:02:58.982 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
24-09-13 16:02:58.982 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
24-09-13 16:02:59.447 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
24-09-13 16:02:59.450 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
24-09-13 16:02:59.452 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
24-09-13 16:02:59.454 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1726223579453 with initial instances count: 3
24-09-13 16:02:59.459 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
24-09-13 16:02:59.459 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1726223579459, current=UP, previous=STARTING]
24-09-13 16:02:59.461 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-09-13 16:02:59.461 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080: registering service...
24-09-13 16:02:59.500 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
24-09-13 16:02:59.501 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
24-09-13 16:02:59.517 [main] INFO  c.b.cloud.app.UserApplication - Started UserApplication in 8.948 seconds (process running for 9.828)
24-09-13 16:02:59.518 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080 - registration status: 204
24-09-13 16:07:58.994 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 16:12:59.005 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 16:14:23.038 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 16:14:23.096 [main] INFO  c.b.cloud.app.UserApplication - Starting UserApplication using Java 21.0.4 with PID 16476 (C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user\target\classes started by rejoshi in C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user)
24-09-13 16:14:23.097 [main] INFO  c.b.cloud.app.UserApplication - No active profile set, falling back to 1 default profile: "default"
24-09-13 16:14:23.961 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-09-13 16:14:24.136 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 168 ms. Found 2 JPA repository interfaces.
24-09-13 16:14:24.388 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=3beadf81-e5eb-32fb-aeeb-d78f34da6e8d
24-09-13 16:14:24.584 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
24-09-13 16:14:24.587 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
24-09-13 16:14:24.852 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-09-13 16:14:24.863 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-09-13 16:14:24.868 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-09-13 16:14:24.868 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
24-09-13 16:14:24.970 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-09-13 16:14:24.971 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1819 ms
24-09-13 16:14:25.132 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-09-13 16:14:25.189 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
24-09-13 16:14:25.222 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-09-13 16:14:25.548 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-09-13 16:14:25.577 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-09-13 16:14:25.930 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@24e1e90a
24-09-13 16:14:25.932 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-09-13 16:14:25.988 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-09-13 16:14:25.989 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-09-13 16:14:27.128 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-09-13 16:14:27.327 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-09-13 16:14:27.596 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-09-13 16:14:28.114 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-09-13 16:14:28.779 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
24-09-13 16:14:28.802 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
24-09-13 16:14:28.833 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
24-09-13 16:14:28.859 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
24-09-13 16:14:28.863 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 16:14:28.873 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
24-09-13 16:14:28.873 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
24-09-13 16:14:28.873 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
24-09-13 16:14:28.873 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
24-09-13 16:14:28.874 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
24-09-13 16:14:28.874 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
24-09-13 16:14:28.874 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
24-09-13 16:14:29.283 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
24-09-13 16:14:29.291 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
24-09-13 16:14:29.293 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
24-09-13 16:14:29.297 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1726224269296 with initial instances count: 3
24-09-13 16:14:29.302 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
24-09-13 16:14:29.303 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1726224269303, current=UP, previous=STARTING]
24-09-13 16:14:29.305 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-09-13 16:14:29.305 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080: registering service...
24-09-13 16:14:29.334 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
24-09-13 16:14:29.335 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
24-09-13 16:14:29.348 [main] INFO  c.b.cloud.app.UserApplication - Started UserApplication in 6.768 seconds (process running for 7.599)
24-09-13 16:14:29.351 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080 - registration status: 204
24-09-13 16:14:30.410 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-09-13 16:14:30.410 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
24-09-13 16:14:30.412 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
24-09-13 16:17:20.587 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 16:17:20.641 [main] INFO  c.b.cloud.app.UserApplication - Starting UserApplication using Java 21.0.4 with PID 21040 (C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user\target\classes started by rejoshi in C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user)
24-09-13 16:17:20.642 [main] INFO  c.b.cloud.app.UserApplication - No active profile set, falling back to 1 default profile: "default"
24-09-13 16:17:21.437 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-09-13 16:17:21.602 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 158 ms. Found 2 JPA repository interfaces.
24-09-13 16:17:21.838 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=3beadf81-e5eb-32fb-aeeb-d78f34da6e8d
24-09-13 16:17:22.017 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
24-09-13 16:17:22.019 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
24-09-13 16:17:22.277 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-09-13 16:17:22.287 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-09-13 16:17:22.293 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-09-13 16:17:22.293 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
24-09-13 16:17:22.396 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-09-13 16:17:22.398 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1708 ms
24-09-13 16:17:22.548 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-09-13 16:17:22.605 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
24-09-13 16:17:22.638 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-09-13 16:17:22.949 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-09-13 16:17:22.978 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-09-13 16:17:23.376 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@18b3db6e
24-09-13 16:17:23.379 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-09-13 16:17:23.445 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-09-13 16:17:23.446 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-09-13 16:17:24.606 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-09-13 16:17:24.718 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-09-13 16:17:24.950 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-09-13 16:17:25.459 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-09-13 16:17:26.084 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
24-09-13 16:17:26.106 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
24-09-13 16:17:26.124 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
24-09-13 16:17:26.154 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
